SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	UNION	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	CDCODE_112	BIES	RECONSTY	RECONSTF	SMEMPUP	ISMEMPUP	SFTEPUP	ISFTEPUP	SFLE	ISFLE	SPFEMALE	ISPFEMALE	SPWHITE	ISPWHITE	SPELM	ISPELM	FTE	GSLO	GSHI	PKOFFRD	KGOFFRD	G01OFFRD	G02OFFRD	G03OFFRD	G04OFFRD	G05OFFRD	G06OFFRD	G07OFFRD	G08OFFRD	G09OFFRD	G10OFFRD	G11OFFRD	G12OFFRD	UGOFFRD	LEVEL	TITLEISTAT	TITLEI	STITLI	MAGNET	CHARTR	SHARED	FRELCH	REDLCH	TOTFRL	RACECAT	PK	AMPKM	AMPKF	ASPKM	ASPKF	HIPKM	HIPKF	BLPKM	BLPKF	WHPKM	WHPKF	HPPKM	HPPKF	TRPKM	TRPKF	KG	AMKGM	AMKGF	ASKGM	ASKGF	HIKGM	HIKGF	BLKGM	BLKGF	WHKGM	WHKGF	HPKGM	HPKGF	TRKGM	TRKGF	G01	AM01M	AM01F	AS01M	AS01F	HI01M	HI01F	BL01M	BL01F	WH01M	WH01F	HP01M	HP01F	TR01M	TR01F	G02	AM02M	AM02F	AS02M	AS02F	HI02M	HI02F	BL02M	BL02F	WH02M	WH02F	HP02M	HP02F	TR02M	TR02F	G03	AM03M	AM03F	AS03M	AS03F	HI03M	HI03F	BL03M	BL03F	WH03M	WH03F	HP03M	HP03F	TR03M	TR03F	G04	AM04M	AM04F	AS04M	AS04F	HI04M	HI04F	BL04M	BL04F	WH04M	WH04F	HP04M	HP04F	TR04M	TR04F	G05	AM05M	AM05F	AS05M	AS05F	HI05M	HI05F	BL05M	BL05F	WH05M	WH05F	HP05M	HP05F	TR05M	TR05F	G06	AM06M	AM06F	AS06M	AS06F	HI06M	HI06F	BL06M	BL06F	WH06M	WH06F	HP06M	HP06F	TR06M	TR06F	G07	AM07M	AM07F	AS07M	AS07F	HI07M	HI07F	BL07M	BL07F	WH07M	WH07F	HP07M	HP07F	TR07M	TR07F	G08	AM08M	AM08F	AS08M	AS08F	HI08M	HI08F	BL08M	BL08F	WH08M	WH08F	HP08M	HP08F	TR08M	TR08F	G09	AM09M	AM09F	AS09M	AS09F	HI09M	HI09F	BL09M	BL09F	WH09M	WH09F	HP09M	HP09F	TR09M	TR09F	G10	AM10M	AM10F	AS10M	AS10F	HI10M	HI10F	BL10M	BL10F	WH10M	WH10F	HP10M	HP10F	TR10M	TR10F	G11	AM11M	AM11F	AS11M	AS11F	HI11M	HI11F	BL11M	BL11F	WH11M	WH11F	HP11M	HP11F	TR11M	TR11F	G12	AM12M	AM12F	AS12M	AS12F	HI12M	HI12F	BL12M	BL12F	WH12M	WH12F	HP12M	HP12F	TR12M	TR12F	UG	AMUGM	AMUGF	ASUGM	ASUGF	HIUGM	HIUGF	BLUGM	BLUGF	WHUGM	WHUGF	HPUGM	HPUGF	TRUGM	TRUGF	MEMBER	AM	AMALM	AMALF	ASIAN	ASALM	ASALF	HISP	HIALM	HIALF	BLACK	BLALM	BLALF	WHITE	WHALM	WHALF	PACIFIC	HPALM	HPALF	TR	TRALM	TRALF	TOTETH
2011	010000500889	01	0100005	00889	101	0200	ALBERTVILLE CITY	ALBERTVILLE ELEM SCH	2568786611	1100 HORTON RD	ALBERTVILLE	AL	35950	2532	1100 HORTON RD	ALBERTVILLE	AL	35950	2532	1	1	000	32	34.253251	-86.221834	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	38.50	03	04	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	400	37	437	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	342	0	0	0	2	76	60	3	1	92	100	0	0	4	4	297	2	0	0	1	51	61	1	2	84	87	0	0	4	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	639	2	2	0	3	0	3	248	127	121	7	4	3	363	176	187	0	0	0	16	8	8	639
2011	010000501616	01	0100005	01616	101	0035	ALBERTVILLE CITY	BIG SPRING LAKE KINDERG SCH	2568787922	257 COUNTRY CLUB RD	ALBERTVILLE	AL	35951		257 COUNTRY CLUB RD	ALBERTVILLE	AL	35951		1	1	000	32	34.290220	-86.192490	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	27.00	KG	KG	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	298	20	318	7	28	0	0	0	0	10	2	0	0	12	4	0	0	0	0	400	0	0	0	0	108	100	2	1	94	79	0	0	7	9	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	428	0	0	0	0	0	0	220	118	102	3	2	1	189	106	83	0	0	0	16	7	9	428
2011	010000502150	01	0100005	02150	101	0005	ALBERTVILLE CITY	ALBERTVILLE PRIMARY SCH	2568786611	1100 HORTON ROAD	ALBERTVILLE	AL	35950		1100 HORTON RD	ALBERTVILLE	AL	35950		1	1	000	32	34.253942	-86.223490	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	52.50	PK	02	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	536	29	565	7	63	0	0	0	0	22	20	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	92	84	6	6	115	103	0	0	4	1	368	0	0	0	1	69	76	2	2	108	105	0	0	2	3	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	842	0	0	0	1	0	1	363	183	180	16	8	8	452	232	220	0	0	0	10	6	4	842
2011	010000600193	01	0100006	00193	048	0143	MARSHALL COUNTY	KATE DUNCAN SMITH DAR MIDDLE	2567285950	6077 MAIN ST	GRANT	AL	35747	8333	6077 MAIN ST	GRANT	AL	35747	8333	1	1	000	42	34.533721	-86.253681	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	42.54	05	09	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	5	1	1	2	N	2	242	45	287	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	111	0	0	0	0	0	1	1	0	61	48	0	0	0	0	133	0	0	0	0	1	1	2	0	62	67	0	0	0	0	131	0	0	0	0	1	0	0	0	69	61	0	0	0	0	134	0	0	0	0	2	1	0	0	67	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	509	0	0	0	0	0	0	7	4	3	3	3	0	499	259	240	0	0	0	0	0	0	509
2011	010000600872	01	0100006	00872	048	0030	MARSHALL COUNTY	ASBURY SCH	2568784068	1990 ASBURY RD	ALBERTVILLE	AL	35950		1990 ASBURY RD	ALBERTVILLE	AL	35950		1	1	000	42	34.362770	-86.142240	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	1	FA	30.48	KG	12	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	5	1	1	2	N	2	313	29	342	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	17	11	0	1	32	25	0	0	1	0	75	1	0	0	0	9	14	0	0	25	26	0	0	0	0	74	0	1	0	0	8	9	0	0	33	23	0	0	0	0	73	0	0	0	0	10	3	0	0	33	26	0	0	1	0	54	0	0	0	0	2	3	1	0	22	26	0	0	0	0	61	0	0	0	0	3	3	0	0	28	27	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	424	2	1	1	0	0	0	92	49	43	2	1	1	326	173	153	0	0	0	2	2	0	424
2011	010000600876	01	0100006	00876	048	0070	MARSHALL COUNTY	CLAYSVILLE JR HIGH SCH	2565824444	140 CLAYSVILLE SCHOOL RD	GUNTERSVILLE	AL	35976	8454	140 CLAYSVILLE SCHOOL RD	GUNTERSVILLE	AL	35976	8454	1	1	000	42	34.406429	-86.270689	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	8.56	PK	09	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	4	5	1	1	2	N	2	57	10	67	7	52	0	0	2	0	5	6	0	0	21	17	0	0	1	0	16	0	0	0	0	0	1	1	0	7	6	0	0	1	0	19	0	0	0	0	0	0	0	0	8	9	0	0	1	1	13	0	0	0	0	1	0	1	0	4	6	0	0	1	0	16	0	0	0	0	0	1	0	1	5	9	0	0	0	0	21	0	1	0	0	0	1	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	137	1	0	1	2	2	0	15	6	9	3	2	1	111	54	57	0	0	0	5	4	1	137
2011	010000600877	01	0100006	00877	048	0090	MARSHALL COUNTY	DOUGLAS ELEM SCH	2565934420	P O BOX 299	DOUGLAS	AL	35964		HWY 75	DOUGLAS	AL	35964		1	1	000	42	34.178157	-86.319947	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	25.68	03	05	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	359	30	389	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	165	0	0	0	0	33	17	1	1	53	56	0	0	2	2	156	0	1	0	0	30	20	1	1	54	48	0	0	1	0	152	1	1	0	0	20	18	0	0	63	49	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	473	3	1	2	0	0	0	138	83	55	4	2	2	323	170	153	0	0	0	5	3	2	473
2011	010000600878	01	0100006	00878	048	0100	MARSHALL COUNTY	DOUGLAS HIGH SCH	2565932810	P O BOX 300	DOUGLAS	AL	35964	0300	HWY 75	DOUGLAS	AL	35964	0300	1	1	000	42	34.176236	-86.321321	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	34.76	08	12	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	5	1	1	2	N	2	294	44	338	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	1	0	0	14	11	0	0	70	46	0	0	0	0	148	0	0	0	0	17	13	1	2	57	58	0	0	0	0	124	0	0	0	0	17	11	2	1	40	53	0	0	0	0	112	0	0	0	0	9	9	0	2	54	38	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	526	1	0	1	0	0	0	101	57	44	8	3	5	416	221	195	0	0	0	0	0	0	526
2011	010000600880	01	0100006	00880	048	0120	MARSHALL COUNTY	GRASSY ELEM SCH	2567532246	2233 SHOAL CREEK RD	ARAB	AL	35016	3510	2233 SHOAL CREEK RD	ARAB	AL	35016	3510	1	1	000	41	34.344388	-86.442199	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	24.87	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	232	37	269	7	18	0	0	0	0	0	0	0	0	8	10	0	0	0	0	49	0	0	0	0	1	1	1	1	21	24	0	0	0	0	54	1	0	0	0	3	2	0	1	21	26	0	0	0	0	66	0	0	0	0	3	2	1	0	34	26	0	0	0	0	48	0	0	0	0	1	0	0	1	13	33	0	0	0	0	57	0	0	0	0	0	1	0	0	30	26	0	0	0	0	56	0	0	0	0	1	4	0	0	33	18	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	348	1	1	0	0	0	0	19	9	10	5	2	3	323	160	163	0	0	0	0	0	0	348
2011	010000600883	01	0100006	00883	048	0140	MARSHALL COUNTY	KATE D SMITH DAR HIGH SCH	2567284238	6077 MAIN ST	GRANT	AL	35747	8333	6077 MAIN ST	GRANT	AL	35747	8333	1	1	000	42	34.534655	-86.252988	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	30.73	08	12	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	5	1	1	2	N	2	175	37	212	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	2	2	1	0	63	45	0	0	0	0	109	0	0	0	0	3	0	1	0	55	49	0	0	1	0	117	0	1	0	0	0	0	0	0	64	52	0	0	0	0	123	0	0	1	0	1	0	0	1	69	51	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	462	1	0	1	1	1	0	8	6	2	3	2	1	448	251	197	0	0	0	1	1	0	462
2011	010000600887	01	0100006	00887	048	0180	MARSHALL COUNTY	UNION GROVE ELEM SCH	2567532532	3685 UNION GROVE RD	UNION GROVE	AL	35175	8469	3685 UNION GROVE RD	UNION GROVE	AL	35175	8469	1	1	000	42	34.399966	-86.446812	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	20.62	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	148	31	179	7	17	0	0	0	0	0	0	0	0	8	9	0	0	0	0	34	0	0	0	0	0	0	0	0	20	14	0	0	0	0	52	0	0	0	0	0	0	0	0	29	22	0	0	0	1	34	0	0	0	0	0	1	0	1	21	11	0	0	0	0	39	0	0	0	0	1	1	0	0	22	15	0	0	0	0	48	0	0	0	0	4	0	1	0	21	22	0	0	0	0	34	0	0	0	0	0	0	0	0	14	20	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	258	0	0	0	0	0	0	7	5	2	2	1	1	248	135	113	0	0	0	1	0	1	258
2011	010000600986	01	0100006	00986	048	0150	MARSHALL COUNTY	MARSHALL ALT SCH	2565827554	12312 US HIGHWAY 431 S	GUNTERSVILLE	AL	35976		12312 US HWY 431 SOUTH	GUNTERSVILLE	AL	35976		4	1	000	41	34.305448	-86.285854	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	0.00	03	12	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	4	N	N	N	2	N	2	-2	-2	-2	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	010000600987	01	0100006	00987	048	0160	MARSHALL COUNTY	MARSHALL TECH SCH	2565825629	12312 US HIGHWAY 431 S	GUNTERSVILLE	AL	35976		12312 US HWY 431 SOUTH	GUNTERSVILLE	AL	35976		3	1	000	41	34.305448	-86.285854	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	1.00	10	12	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	N	N	N	2	N	2	-2	-2	-2	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
